# Accelerometer Data File
# Started @Wed Mar 30 10:14:19 CDT 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LGE Accelerometer
# sensor Resolution: 0.0011901855m/sec^2; Max Range: 39.226593; Min Delay: 8333 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: ft/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
0.915 1.282 -1.659 9
1.198 1.342 -1.281 8
1.511 1.379 -1.036 9
1.85 1.384 -0.953 8
2.363 1.356 -0.921 8
2.784 1.202 -0.595 9
2.955 0.992 -0.009 8
2.895 0.721 0.703 9
2.541 0.414 1.347 8
1.824 0.119 1.756 8
0.939 -0.139 2.039 9
0.046 -0.39 2.036 8
-0.575 -0.58 1.809 9
-0.893 -0.676 1.393 8
-0.955 -0.681 0.808 8
-0.89 -0.62 0.097 9
-0.934 -0.482 -0.631 8
-1.032 -0.368 -1.211 8
-1.14 -0.247 -1.461 9
-1.265 -0.12 -1.503 8
-1.347 0.003 -1.377 9
-1.31 0.112 -1.057 8
-1.228 0.203 -0.652 8
-1.049 0.273 -0.329 9
-0.891 0.311 -0.105 8
-0.718 0.329 -0.009 9
-0.485 0.341 0.035 8
-0.182 0.358 0.132 8
0.102 0.4 0.211 9
0.342 0.435 0.296 8
0.514 0.477 0.397 9
0.632 0.541 0.452 8
0.688 0.617 0.422 8
0.693 0.682 0.351 9
0.665 0.736 0.348 8
0.613 0.774 0.386 9
0.58 0.798 0.456 8
0.546 0.809 0.508 8
0.488 0.797 0.542 9
0.387 0.76 0.584 8
0.217 0.723 0.613 9
-0.019 0.652 0.582 8
-0.161 0.533 0.581 8
-0.273 0.42 0.583 9
-0.357 0.311 0.571 8
-0.411 0.191 0.532 8
-0.484 0.092 0.455 9
-0.499 0.007 0.318 8
-0.472 -0.045 0.159 9
-0.476 -0.082 0.055 8
-0.495 -0.109 0.007 8
-0.475 -0.125 -0.018 9
-0.455 -0.118 -0.008 8
-0.481 -0.078 -0.044 9
-0.479 -0.032 -0.027 8
-0.424 0.05 0.027 8
-0.289 0.17 0.127 9
-0.065 0.315 0.288 8
0.18 0.501 0.527 9
0.379 0.711 0.642 8
0.62 0.935 0.651 8
0.952 1.168 0.585 9
1.337 1.328 0.515 8
1.701 1.381 0.454 9
2.025 1.382 0.253 8
2.198 1.291 0.313 8
2.219 1.0 0.244 9
2.018 0.557 0.205 8
1.636 0.001 0.338 8
1.174 -0.627 0.704 9
0.698 -1.251 1.255 8
0.153 -1.924 1.979 9
-0.382 -2.477 2.687 8
-0.861 -2.948 3.275 8
-1.256 -3.302 3.662 9
-1.544 -3.485 3.782 8
-1.67 -3.504 3.53 9
-1.841 -3.298 2.994 8
-1.738 -2.928 2.037 8
-1.438 -2.479 0.836 9
-0.995 -1.983 -0.391 8
-0.466 -1.461 -1.504 9
0.038 -0.979 -2.562 8
0.545 -0.535 -3.392 8
0.879 -0.102 -4.007 9
1.019 0.246 -4.329 8
0.978 0.505 -4.304 9
0.82 0.7 -3.962 8
0.717 0.836 -3.51 8
0.622 0.883 -2.8 9
0.652 0.798 -2.077 8
0.761 0.67 -1.339 9
0.873 0.546 -0.647 8
0.934 0.441 -0.079 8
0.959 0.361 0.302 9
0.844 0.325 0.498 8
0.714 0.286 0.532 8
0.546 0.286 0.341 9
0.35 0.315 -0.004 8
0.155 0.344 -0.413 9
0.0 0.385 -0.873 8
-0.055 0.387 -1.253 8
-0.145 0.411 -1.482 9
-0.273 0.424 -1.489 8
-0.451 0.419 -1.403 9
-0.674 0.4 -1.308 8
-0.846 0.378 -1.219 8
-1.051 0.351 -0.945 9
-1.14 0.338 -0.845 8
-1.158 0.311 -0.836 9
-1.137 0.281 -0.81 8
-1.076 0.255 -0.694 8
-0.92 0.191 -0.515 9
-0.799 0.191 -0.333 8
-0.595 0.177 -0.142 9
-0.306 0.214 -0.001 8
0.048 0.272 0.152 8
0.425 0.324 0.394 9
0.737 0.425 0.695 8
0.941 0.495 0.83 9
1.0 0.561 0.891 8
0.981 0.594 0.886 8
0.936 0.606 0.834 9
0.864 0.603 0.783 8
0.726 0.577 0.793 8
0.493 0.539 0.788 9
0.264 0.489 0.762 8
0.076 0.448 0.819 9
-0.042 0.418 0.914 8
-0.098 0.405 0.958 8
-0.15 0.431 0.89 9
-0.146 0.481 0.709 8
-0.107 0.524 0.5 9
-0.083 0.569 0.266 8
-0.057 0.572 0.063 8
-0.019 0.517 -0.059 9
-0.02 0.467 -0.094 8
-0.081 0.383 -0.074 9
-0.193 0.272 -0.032 8
-0.286 0.148 0.012 8
-0.327 0.032 0.1 9
-0.307 -0.06 0.236 8
-0.244 -0.123 0.345 9
-0.16 -0.166 0.403 8
-0.153 -0.167 0.438 8
-0.165 -0.156 0.439 9
-0.129 -0.118 0.389 8
-0.027 -0.055 0.336 8
0.06 0.001 0.401 9
0.107 0.115 0.509 8
0.182 0.24 0.537 9
0.21 0.407 0.598 8
0.22 0.609 0.667 8
0.277 0.822 0.724 9
0.402 1.024 0.795 8
0.428 1.301 0.751 9
0.878 1.563 0.836 8
1.319 1.782 0.838 8
1.681 1.901 0.713 9
2.02 1.878 0.49 8
2.384 1.688 0.23 9
2.24 1.154 -0.056 8
1.424 0.355 -0.149 8
0.215 -0.554 -0.086 9
-1.025 -1.386 0.272 8
-2.067 -2.094 0.922 9
-2.878 -2.77 1.824 8
-3.552 -3.275 2.448 8
-3.974 -3.638 2.658 9
-4.177 -3.84 2.541 8
-4.229 -3.86 2.203 9
-4.155 -3.686 1.706 8
-3.927 -3.338 1.071 8
-3.363 -2.895 0.336 9
-2.586 -2.352 -0.555 8
-1.785 -1.775 -1.312 8
-1.085 -1.23 -1.931 9
-0.55 -0.758 -2.46 8
-0.162 -0.35 -2.93 9
0.062 0.04 -3.294 8
0.214 0.367 -3.357 8
0.342 0.613 -3.278 9
0.436 0.8 -3.149 8
0.493 0.954 -2.941 9
0.548 1.072 -2.526 8
0.706 1.115 -2.188 8
1.017 1.135 -1.875 9
1.383 1.127 -1.493 8
1.758 1.081 -1.033 9
2.078 0.991 -0.541 8
2.264 0.868 -0.093 8
2.314 0.748 0.253 9
2.266 0.556 0.673 8
2.086 0.361 1.172 9
1.783 0.183 1.675 8
1.356 0.029 2.119 8
0.81 -0.104 2.459 9
0.358 -0.232 2.348 8
0.085 -0.254 1.825 9
-0.076 -0.215 1.056 8
-0.195 -0.155 0.242 8
-0.334 -0.101 -0.477 9
-0.528 -0.066 -1.055 8
-0.741 -0.019 -1.407 8
-1.015 0.068 -1.598 9
-1.146 0.132 -1.712 8
-1.168 0.176 -1.752 9
-1.081 0.216 -1.62 8
-0.884 0.27 -1.222 8
-0.589 0.267 -0.939 9
-0.379 0.266 -0.622 8
-0.253 0.314 -0.35 9
-0.146 0.36 -0.13 8
-0.042 0.394 0.038 8
0.024 0.456 0.156 9
0.15 0.488 0.235 8
0.271 0.558 0.275 9
0.367 0.646 0.207 8
0.456 0.744 0.069 8
0.546 0.839 -0.058 9
0.63 0.914 -0.093 8
0.714 0.982 -0.005 9
0.697 0.998 0.168 8
0.577 1.009 0.281 8
0.406 1.017 0.284 9
0.27 1.009 0.23 8
0.226 0.978 0.217 8
0.229 0.935 0.23 9
0.232 0.842 0.243 8
0.172 0.739 0.262 9
0.066 0.619 0.208 8
-0.035 0.488 0.079 8
-0.083 0.364 -0.05 9
-0.136 0.276 -0.128 8
-0.146 0.151 -0.126 9
-0.195 0.058 0.01 8
-0.31 -0.017 0.203 8
-0.447 -0.089 0.362 9
-0.531 -0.14 0.437 8
-0.594 -0.123 0.538 9
-0.59 -0.058 0.703 8
-0.486 0.041 0.857 8
-0.287 0.169 0.94 9
-0.024 0.326 0.997 8
0.261 0.514 1.126 9
0.501 0.699 1.228 8
0.672 0.906 1.268 8
0.944 1.082 1.241 9
1.211 1.225 1.162 8
1.488 1.318 1.062 9
1.85 1.336 0.956 8
1.983 1.293 0.724 8
1.8 1.089 0.432 9
1.602 0.688 0.187 8
1.305 0.074 0.071 8
0.851 -0.677 0.158 9
0.298 -1.412 0.419 8
-0.416 -2.064 0.877 9
-0.962 -2.657 1.32 8
-1.314 -3.149 1.747 8
-1.478 -3.504 2.165 9
-1.526 -3.711 2.521 8
-1.564 -3.769 2.721 9
-1.65 -3.604 2.675 8
-1.64 -3.301 2.263 8
-1.451 -2.85 1.345 9
-1.084 -2.262 0.135 8
-0.598 -1.629 -1.043 9
-0.09 -1.073 -1.933 8
0.355 -0.599 -2.794 8
0.735 -0.136 -3.406 9
0.958 0.286 -3.657 8
1.041 0.643 -3.65 9
1.08 0.928 -3.43 8
1.186 1.143 -2.988 8
1.324 1.259 -2.343 9
1.479 1.222 -1.533 8
1.509 1.084 -0.774 8
1.412 0.894 -0.113 9
1.233 0.675 0.427 8
1.024 0.453 0.814 9
0.79 0.306 1.013 8
0.549 0.146 1.036 8
0.298 -0.009 0.903 9
0.016 -0.119 0.598 8
-0.282 -0.168 0.165 9
-0.554 -0.17 -0.301 8
-0.701 -0.164 -0.699 8
-0.813 -0.121 -0.981 9
-0.881 -0.085 -1.266 8
-0.938 -0.069 -1.521 9
-1.011 -0.052 -1.732 8
-1.109 -0.01 -1.889 8
-1.206 0.018 -1.929 9
-1.209 0.027 -1.853 8
-1.192 0.079 -1.681 9
-1.1 0.109 -1.416 8
-0.968 0.107 -1.094 8
-0.852 0.096 -0.76 9
-0.669 0.074 -0.413 8
-0.35 0.073 -0.135 9
0.042 0.084 0.086 8
0.4 0.115 0.233 8
0.675 0.162 0.321 9
0.857 0.221 0.381 8
0.933 0.329 0.424 8
0.92 0.402 0.497 9
0.897 0.448 0.584 8
0.87 0.498 0.687 9
0.862 0.542 0.791 8
0.887 0.569 0.867 8
0.892 0.626 0.876 9
0.771 0.621 0.965 8
0.611 0.639 0.965 9
0.433 0.656 0.884 8
0.234 0.676 0.756 8
0.033 0.714 0.625 9
-0.075 0.732 0.526 8
-0.084 0.702 0.505 9
-0.064 0.695 0.493 8
-0.062 0.661 0.451 8
-0.087 0.594 0.399 9
-0.134 0.518 0.369 8
-0.245 0.455 0.341 9
-0.32 0.328 0.481 8
-0.409 0.234 0.61 8
-0.473 0.163 0.692 9
-0.468 0.11 0.7 8
-0.397 0.075 0.659 9
-0.29 0.056 0.635 8
-0.209 0.063 0.536 8
-0.052 0.111 0.482 9
0.098 0.191 0.461 8
0.206 0.285 0.448 8
0.276 0.375 0.436 9
0.333 0.46 0.463 8
0.241 0.554 0.414 9
0.168 0.627 0.459 8
0.083 0.712 0.549 8
-0.03 0.807 0.646 9
-0.154 0.907 0.747 8
-0.214 1.061 0.913 9
-0.022 1.211 1.189 8
0.148 1.365 1.122 8
0.506 1.513 0.997 9
1.066 1.593 0.821 8
1.697 1.501 0.429 9
2.133 1.083 -0.36 8
1.998 0.514 -0.792 8
1.195 -0.259 -0.877 9
0.026 -1.193 -0.685 8
-1.247 -2.127 -0.27 9
-2.44 -2.907 0.333 8
-3.486 -3.538 1.144 8
-4.474 -3.948 1.778 9
-4.889 -4.116 2.238 8
-4.914 -4.018 2.234 8
-4.564 -3.76 1.748 9
-3.844 -3.413 0.866 8
-2.919 -2.843 -0.375 9
-1.907 -2.233 -1.525 8
-1.125 -1.622 -2.371 8
-0.502 -1.077 -3.018 9
-0.029 -0.599 -3.384 8
0.302 -0.178 -3.383 9
0.551 0.168 -3.085 8
0.698 0.456 -2.64 8
0.835 0.69 -2.166 9
1.04 0.907 -1.754 8
1.353 1.118 -1.411 9
1.763 1.315 -1.082 8
2.183 1.478 -0.676 8
2.54 1.616 -0.369 9
2.991 1.641 -0.226 8
3.268 1.6 -0.056 9
3.309 1.474 0.148 8
3.098 1.241 0.354 8
2.53 0.943 0.598 9
1.743 0.657 0.695 8
0.974 0.368 0.678 9
0.348 0.116 0.541 8
-0.081 -0.067 0.297 8
-0.339 -0.182 -0.023 9
-0.519 -0.268 -0.383 8
-0.672 -0.269 -0.839 8
-0.76 -0.271 -1.135 9
-0.835 -0.23 -1.242 8
-0.932 -0.152 -1.277 9
-1.047 -0.066 -1.314 8
-1.116 -0.012 -1.252 8
-1.166 0.052 -1.089 9
-1.071 0.086 -0.844 8
-0.942 0.106 -0.582 9
-0.811 0.113 -0.377 8
-0.668 0.121 -0.231 8
-0.498 0.175 -0.044 9
-0.319 0.197 0.132 8
-0.225 0.192 0.356 9
-0.177 0.214 0.542 8
-0.141 0.265 0.718 8
-0.094 0.334 0.861 9
-0.024 0.42 0.819 8
0.109 0.517 0.852 9
0.201 0.623 0.924 8
0.291 0.701 0.951 8
0.356 0.752 0.982 9
0.366 0.791 1.042 8
0.302 0.829 1.061 8
0.218 0.816 1.01 9
0.199 0.793 0.942 8
0.201 0.733 0.924 9
0.192 0.647 0.88 8
0.134 0.545 0.747 8
-0.014 0.416 0.548 9
-0.109 0.292 0.321 8
-0.216 0.178 0.12 9
-0.297 0.061 -0.054 8
-0.322 -0.046 -0.221 8
-0.313 -0.131 -0.39 9
-0.346 -0.198 -0.548 8
-0.286 -0.232 -0.591 9
-0.284 -0.229 -0.558 8
-0.275 -0.201 -0.552 8
-0.293 -0.161 -0.51 9
-0.331 -0.1 -0.414 8
-0.316 0.016 -0.302 9
-0.184 0.122 -0.106 8
0.009 0.248 0.112 8
0.229 0.399 0.257 9
0.451 0.564 0.373 8
0.652 0.736 0.493 9
0.819 0.908 0.582 8
0.903 1.115 0.687 8
1.134 1.299 0.739 9
1.318 1.437 0.65 8
1.602 1.528 0.589 8
1.969 1.561 0.597 9
2.099 1.509 0.473 8
1.996 1.279 0.135 9
1.891 0.957 -0.034 8
1.477 0.416 -0.013 8
0.866 -0.292 0.185 9
0.205 -1.039 0.583 8
-0.418 -1.673 1.241 9
-0.818 -2.201 1.995 8
-1.139 -2.773 2.668 8
-1.407 -3.225 3.158 9
-1.701 -3.536 3.432 8
-1.985 -3.68 3.416 9
-2.09 -3.606 3.027 8
-1.923 -3.389 2.624 8
-1.673 -3.062 1.898 9
-1.222 -2.673 0.923 8
-0.698 -2.202 -0.131 9
-0.209 -1.682 -1.189 8
0.219 -1.214 -2.259 8
0.558 -0.8 -2.967 9
0.715 -0.392 -3.336 8
0.698 -0.021 -3.467 9
0.604 0.259 -3.449 8
0.553 0.455 -3.287 8
0.639 0.629 -2.897 9
0.861 0.761 -2.295 8
1.188 0.779 -1.722 8
1.505 0.759 -1.058 9
1.738 0.722 -0.405 8
1.798 0.677 0.129 9
1.606 0.631 0.475 8
1.274 0.62 0.507 8
0.925 0.602 0.298 9
0.694 0.541 0.086 8
0.569 0.466 -0.097 9
0.485 0.409 -0.261 8
0.361 0.379 -0.422 8
0.173 0.328 -0.575 9
-0.002 0.311 -0.764 8
-0.195 0.27 -0.916 9
-0.356 0.225 -1.007 8
-0.484 0.194 -1.046 8
-0.629 0.173 -1.072 9
-0.786 0.144 -1.152 8
-0.948 0.126 -1.119 9
-1.066 0.137 -1.067 8
-1.151 0.143 -0.983 8
-1.178 0.138 -0.836 9
-1.097 0.144 -0.619 8
-0.939 0.159 -0.464 8
-0.627 0.179 -0.371 9
-0.277 0.217 -0.255 8
0.048 0.245 -0.125 9
0.338 0.261 0.044 8
0.601 0.29 0.295 8
0.72 0.316 0.524 9
0.626 0.392 0.633 8
0.421 0.457 0.633 9
0.221 0.502 0.665 8
0.082 0.537 0.763 8
0.035 0.574 0.887 9
0.046 0.601 0.963 8
0.069 0.61 0.92 9
0.131 0.6 0.9 8
0.195 0.593 0.903 8
0.216 0.601 0.888 9
0.169 0.613 0.814 8
0.136 0.558 0.734 9
0.062 0.521 0.688 8
0.0 0.452 0.592 8
-0.047 0.365 0.44 9
-0.086 0.282 0.26 8
-0.118 0.215 0.106 9
-0.136 0.128 0.048 8
-0.151 0.074 -0.025 8
-0.132 0.037 0.022 9
-0.119 -0.004 0.11 8
-0.129 -0.041 0.163 8
-0.152 -0.055 0.173 9
-0.189 -0.042 0.204 8
-0.16 -0.041 0.188 9
-0.187 -0.017 0.2 8
-0.205 0.0 0.249 8
-0.146 0.022 0.322 9
0.0 0.082 0.406 8
0.086 0.176 0.504 9
0.051 0.264 0.586 8
-0.049 0.407 0.701 8
-0.151 0.595 0.803 9
-0.131 0.813 0.882 8
0.093 1.054 0.936 9
0.41 1.359 0.886 8
0.665 1.578 0.59 8
1.123 1.782 0.586 9
1.384 1.956 0.48 8
1.614 1.979 0.176 9
2.076 1.729 -0.185 8
2.044 1.243 -0.506 8
1.479 0.559 -0.544 9
0.458 -0.248 -0.242 8
-0.746 -1.074 0.224 9
-1.854 -1.843 0.828 8
-2.693 -2.521 1.612 8
-3.323 -3.112 2.472 9
-3.843 -3.55 2.715 8
-4.079 -3.778 2.65 8
-4.079 -3.805 2.294 9
-3.919 -3.634 1.645 8
-3.585 -3.278 0.743 9
-2.78 -2.78 -0.285 8
-1.933 -2.231 -1.195 8
-1.158 -1.686 -1.949 9
-0.501 -1.209 -2.563 8
-0.016 -0.793 -3.046 9
0.288 -0.405 -3.38 8
0.521 -0.049 -3.443 8
0.642 0.257 -3.348 9
0.693 0.522 -3.025 8
0.756 0.735 -2.585 9
0.884 0.915 -2.112 8
1.112 1.08 -1.6 8
1.432 1.239 -1.025 9
1.907 1.405 -0.608 8
2.337 1.548 -0.421 9
2.792 1.624 -0.326 8
3.203 1.608 -0.142 8
3.446 1.487 0.262 9
3.402 1.23 0.918 8
2.902 0.922 1.41 8
2.124 0.608 1.621 9
1.26 0.298 1.69 8
0.471 0.002 1.585 9
-0.143 -0.26 1.221 8
-0.57 -0.452 0.568 8
-0.863 -0.502 -0.219 9
-1.075 -0.535 -0.938 8
-1.221 -0.539 -1.45 9
-1.311 -0.545 -1.718 8
-1.334 -0.554 -1.758 8
-1.289 -0.501 -1.667 9
-1.242 -0.439 -1.378 8
-1.27 -0.374 -1.064 9
-1.268 -0.286 -0.804 8
-1.214 -0.173 -0.599 8
-1.106 -0.046 -0.422 9
-0.899 0.066 -0.273 8
-0.625 0.192 -0.226 9
-0.282 0.317 -0.158 8
0.036 0.425 -0.093 8
0.344 0.532 0.0 9
0.627 0.652 0.154 8
0.741 0.775 0.359 9
0.709 0.888 0.515 8
0.643 0.964 0.604 8
0.59 1.024 0.676 9
0.554 1.059 0.731 8
0.515 1.06 0.762 8
0.438 1.034 0.777 9
0.242 1.011 0.548 8
0.143 0.892 0.436 9
0.069 0.779 0.425 8
-0.017 0.667 0.457 8
-0.137 0.529 0.486 9
-0.279 0.355 0.54 8
-0.368 0.207 0.669 9
-0.445 0.048 0.841 8
-0.502 -0.062 0.935 8
-0.535 -0.131 0.927 9
-0.552 -0.163 0.815 8
-0.587 -0.13 0.565 9
-0.507 -0.083 0.307 8
-0.402 -0.031 0.175 8
-0.319 0.057 0.032 9
-0.243 0.163 -0.122 8
-0.146 0.266 -0.225 9
-0.015 0.377 -0.192 8
0.169 0.475 -0.023 8
0.329 0.644 0.224 9
0.47 0.804 0.511 8
0.627 0.98 0.761 8
0.794 1.192 0.871 9
0.906 1.408 0.731 8
0.947 1.617 0.452 9
1.321 1.758 0.314 8
1.689 1.788 0.089 8
1.969 1.675 -0.252 9
2.08 1.388 -0.582 8
1.845 0.894 -0.65 9
1.194 0.145 -0.326 8
0.519 -0.618 0.144 8
-0.059 -1.333 0.945 9
-0.484 -1.988 2.069 8
-0.734 -2.583 3.265 9
-0.839 -3.128 4.151 8
-0.932 -3.545 4.795 8
-1.223 -3.751 4.777 9
-1.564 -3.69 4.224 8
-1.747 -3.442 3.224 9
-1.663 -3.093 1.847 8
-1.317 -2.658 0.182 8
-0.748 -2.095 -1.06 9
-0.219 -1.551 -2.14 8
0.303 -1.051 -3.145 9
0.706 -0.562 -3.991 8
0.9 -0.092 -4.513 8
0.904 0.285 -4.563 9
0.979 0.533 -4.362 8
1.106 0.712 -3.775 8
1.207 0.831 -3.041 9
1.291 0.889 -2.315 8
1.377 0.894 -1.686 9
1.466 0.854 -1.169 8
1.538 0.763 -0.677 8
1.449 0.693 -0.25 9
1.299 0.624 -0.033 8
1.177 0.562 -0.056 9
1.089 0.517 -0.246 8
0.941 0.498 -0.458 8
0.696 0.473 -0.686 9
0.394 0.402 -0.818 8
0.132 0.37 -0.964 9
-0.129 0.338 -1.1 8
-0.41 0.296 -1.191 8
-0.689 0.266 -1.22 9
-0.99 0.215 -1.301 8
-1.214 0.176 -1.266 9
-1.422 0.125 -1.065 8
-1.616 0.058 -0.764 8
-1.774 -0.009 -0.438 9
-1.854 -0.04 -0.145 8
-1.782 0.023 -0.011 9
-1.639 0.036 0.116 8
-1.413 0.082 0.162 8
-1.087 0.136 0.151 9
-0.664 0.175 0.137 8
-0.185 0.208 0.179 8
0.278 0.254 0.295 9
0.521 0.343 0.418 8
0.633 0.388 0.491 9
0.637 0.445 0.562 8
0.569 0.521 0.658 8
0.499 0.567 0.76 9
0.47 0.567 0.864 8
0.529 0.554 1.052 9
0.597 0.551 1.177 8
0.585 0.531 1.213 8
0.48 0.507 1.197 9
0.342 0.522 1.18 8
0.246 0.508 1.014 9
0.166 0.519 0.88 8
0.134 0.529 0.706 8
0.112 0.528 0.501 9
0.077 0.509 0.293 8
0.033 0.467 0.121 9
0.0 0.394 0.015 8
-0.094 0.308 -0.015 8
-0.196 0.203 -0.037 9
-0.309 0.11 -0.03 8
-0.45 0.034 0.021 8
-0.604 -0.041 0.092 9
-0.632 -0.11 0.084 8
-0.543 -0.137 0.102 9
-0.431 -0.143 0.113 8
-0.359 -0.124 0.118 8
-0.342 -0.108 0.131 9
-0.342 -0.133 0.174 8
-0.361 -0.125 0.315 9
-0.354 -0.119 0.536 8
-0.371 -0.066 0.664 8
-0.442 0.028 0.724 9
-0.5 0.174 0.786 8
-0.408 0.381 0.931 9
-0.066 0.644 1.222 8
0.329 0.961 1.421 8
0.735 1.389 1.507 9
1.316 1.883 1.457 8
2.136 2.342 1.126 9
3.048 2.64 0.347 8
3.411 2.629 -0.738 8
3.134 2.183 -1.363 9
2.04 1.402 -1.248 8
0.569 0.41 -0.72 9
-0.886 -0.612 -0.018 8
-2.167 -1.559 0.865 8
-3.118 -2.335 2.01 9
-3.891 -3.039 2.867 8
-4.284 -3.506 3.279 8
-4.42 -3.727 3.287 9
-4.37 -3.733 2.965 8
-4.129 -3.557 2.361 9
-3.71 -3.201 1.461 8
-2.903 -2.755 0.173 8
-2.06 -2.217 -1.037 9
-1.341 -1.711 -2.023 8
-0.781 -1.26 -2.827 9
-0.339 -0.828 -3.564 8
-0.051 -0.478 -4.05 8
0.151 -0.152 -4.176 9
0.341 0.091 -4.111 8
0.505 0.286 -3.911 9
0.623 0.456 -3.637 8
0.698 0.591 -3.332 8
0.79 0.668 -2.979 9
1.079 0.696 -2.546 8
1.489 0.758 -2.079 9
1.867 0.797 -1.582 8
2.187 0.809 -1.094 8
2.473 0.812 -0.63 9
2.585 0.734 -0.034 8
2.536 0.602 0.651 8
2.414 0.469 1.426 9
2.132 0.302 2.089 8
1.681 0.114 2.52 9
1.11 -0.045 2.681 8
0.435 -0.132 2.533 8
-0.098 -0.192 2.042 9
-0.389 -0.181 1.445 8
-0.473 -0.079 0.74 9
-0.436 0.081 -0.02 8
-0.383 0.235 -0.726 8
-0.388 0.306 -1.235 9
-0.396 0.398 -1.516 8
-0.473 0.452 -1.45 9
-0.604 0.436 -1.214 8
-0.751 0.361 -0.894 8
-0.862 0.26 -0.503 9
-0.898 0.175 -0.071 8
-0.836 0.052 0.336 9
-0.853 -0.06 0.718 8
-0.944 -0.165 1.013 8
-1.014 -0.255 1.169 9
-0.974 -0.315 1.182 8
-0.873 -0.307 1.129 9
-0.789 -0.219 0.979 8
-0.658 -0.086 0.673 8
-0.532 0.061 0.325 9
-0.42 0.209 0.049 8
-0.298 0.347 -0.1 8
-0.117 0.465 -0.205 9
0.067 0.586 -0.288 8
0.222 0.678 -0.369 9
0.359 0.751 -0.376 8
0.487 0.814 -0.328 8
0.622 0.86 -0.258 9
0.801 0.853 -0.111 8
0.811 0.84 -0.032 9
0.731 0.78 -0.045 8
0.598 0.699 -0.075 8
0.481 0.599 -0.092 9
0.415 0.483 -0.117 8
0.335 0.385 -0.22 9
0.25 0.31 -0.346 8
0.208 0.22 -0.422 8
0.197 0.162 -0.459 9
0.145 0.117 -0.423 8
0.004 0.051 -0.293 9
-0.182 -0.039 -0.111 8
-0.309 -0.053 0.068 8
-0.361 -0.033 0.304 9
-0.357 0.008 0.487 8
-0.256 0.077 0.593 9
-0.055 0.187 0.652 8
0.129 0.352 0.729 8
0.326 0.485 0.763 9
0.536 0.626 0.876 8
0.693 0.792 1.003 8
0.791 0.953 1.072 9
0.864 1.091 1.071 8
0.968 1.23 1.098 9
1.111 1.315 0.915 8
1.437 1.372 0.693 8
1.665 1.363 0.588 9
1.725 1.266 0.435 8
1.64 1.081 0.144 9
1.434 0.802 -0.041 8
1.122 0.269 -0.002 8
0.736 -0.376 0.14 9
0.313 -1.027 0.476 8
-0.132 -1.674 0.952 9
-0.569 -2.338 1.506 8
-0.932 -3.019 2.149 8
-1.349 -3.529 2.775 9
-1.704 -3.84 3.177 8
-2.018 -3.987 3.28 9
-2.205 -3.952 3.097 8
-2.149 -3.717 2.627 8
-1.742 -3.299 1.813 9
-1.121 -2.87 0.726 8
-0.519 -2.358 -0.476 8
-0.048 -1.854 -1.693 9
0.321 -1.373 -2.791 8
0.62 -0.89 -3.612 9
0.819 -0.374 -4.009 8
0.921 0.097 -4.045 8
1.007 0.57 -3.95 9
1.146 1.007 -3.655 8
1.381 1.334 -3.205 9
1.716 1.524 -2.568 8
2.099 1.623 -1.563 8
2.322 1.592 -0.357 9
2.112 1.497 0.372 8
1.761 1.328 0.826 9
1.35 1.14 1.028 8
0.914 0.964 1.045 8
0.432 0.766 0.979 9
-0.064 0.485 0.613 8
-0.468 0.269 0.198 9
-0.8 0.079 -0.171 8
-1.033 -0.074 -0.511 8
-1.187 -0.183 -0.842 9
-1.341 -0.258 -1.152 8
-1.453 -0.299 -1.309 9
-1.553 -0.345 -1.357 8
-1.633 -0.365 -1.311 8
-1.727 -0.357 -1.235 9
-1.817 -0.336 -1.143 8
-1.829 -0.327 -0.979 8
-1.757 -0.348 -0.8 9
-1.602 -0.322 -0.593 8
-1.319 -0.271 -0.395 9
-0.957 -0.215 -0.257 8
-0.562 -0.16 -0.171 8
-0.123 -0.093 -0.091 9
0.385 0.0 -0.012 8
0.759 0.13 0.093 9
0.985 0.231 0.182 8
1.088 0.329 0.238 8
1.121 0.433 0.292 9
1.139 0.515 0.41 8
1.102 0.587 0.557 9
1.107 0.62 0.636 8
1.069 0.646 0.81 8
1.015 0.653 1.023 9
0.951 0.637 1.216 8
0.843 0.619 1.353 9
0.729 0.646 1.322 8
0.597 0.688 1.173 8
0.463 0.717 0.969 9
0.335 0.723 0.783 8
0.211 0.7 0.631 9
0.089 0.652 0.466 8
0.041 0.621 0.216 8
-0.105 0.521 0.094 9
-0.213 0.432 0.008 8
-0.26 0.328 -0.065 8
-0.292 0.225 -0.086 9
-0.353 0.162 -0.035 8
-0.333 0.107 -0.053 9
-0.304 0.043 -0.018 8
-0.245 -0.001 0.053 8
-0.201 -0.008 0.119 9
-0.184 0.004 0.16 8
-0.167 -0.007 0.201 9
-0.124 -0.011 0.349 8
-0.147 0.029 0.45 8
-0.213 0.09 0.521 9
-0.241 0.168 0.587 8
-0.207 0.257 0.623 9
